Date,rainfall
26/04/2006,0.0
27/04/2006,1.2
28/04/2006,0.4
29/04/2006,3.0
30/04/2006,17.2
01/05/2006,3.4
02/05/2006,0.0
03/05/2006,0.0
04/05/2006,0.0
05/05/2006,0.0
06/05/2006,0.0
07/05/2006,0.0
08/05/2006,0.0
09/05/2006,14.8
10/05/2006,1.4
11/05/2006,10.4
12/05/2006,0.0
13/05/2006,0.0
14/05/2006,4.4
15/05/2006,0.0
16/05/2006,0.0
17/05/2006,0.0
18/05/2006,0.0
19/05/2006,0.0
20/05/2006,0.0
21/05/2006,0.0
22/05/2006,0.0
23/05/2006,0.0
24/05/2006,7.8
25/05/2006,0.0
26/05/2006,0.0
27/05/2006,0.0
28/05/2006,0.0
29/05/2006,0.0
30/05/2006,19.6
31/05/2006,0.2
01/06/2006,0.0
02/06/2006,0.0
03/06/2006,0.0
04/06/2006,0.0
05/06/2006,0.0
06/06/2006,0.0
07/06/2006,5.0
08/06/2006,0.0
09/06/2006,0.0
10/06/2006,0.0
11/06/2006,0.0
12/06/2006,0.0
13/06/2006,0.0
14/06/2006,0.0
15/06/2006,0.0
16/06/2006,0.0
17/06/2006,0.0
18/06/2006,0.0
19/06/2006,0.0
20/06/2006,0.0
21/06/2006,0.0
22/06/2006,0.0
23/06/2006,0.0
24/06/2006,0.0
25/06/2006,0.0
26/06/2006,0.0
27/06/2006,0.0
28/06/2006,0.0
29/06/2006,0.0
30/06/2006,0.0
01/07/2006,0.0
02/07/2006,0.0
03/07/2006,0.0
04/07/2006,0.0
05/07/2006,0.0
06/07/2006,0.0
07/07/2006,6.6
08/07/2006,21.4
09/07/2006,0.0
10/07/2006,0.0
11/07/2006,0.0
12/07/2006,0.0
13/07/2006,0.4
14/07/2006,0.2
15/07/2006,0.8
16/07/2006,2.4
17/07/2006,0.0
18/07/2006,0.0
19/07/2006,0.0
20/07/2006,0.0
21/07/2006,0.0
22/07/2006,0.0
23/07/2006,0.0
24/07/2006,0.0
25/07/2006,0.2
26/07/2006,0.0
27/07/2006,0.0
28/07/2006,0.0
29/07/2006,0.0
30/07/2006,3.2
31/07/2006,0.0
01/08/2006,0.0
02/08/2006,10.4
03/08/2006,0.0
04/08/2006,2.0
05/08/2006,0.0
06/08/2006,2.6
07/08/2006,0.0
08/08/2006,0.0
09/08/2006,0.0
10/08/2006,0.0
11/08/2006,3.8
12/08/2006,31.4
13/08/2006,5.0
14/08/2006,6.4
15/08/2006,7.6
16/08/2006,0.0
17/08/2006,0.0
18/08/2006,0.6
19/08/2006,0.2
20/08/2006,0.0
21/08/2006,0.0
22/08/2006,0.0
23/08/2006,0.0
24/08/2006,0.0
25/08/2006,0.0
26/08/2006,0.0
27/08/2006,8.0
28/08/2006,0.0
29/08/2006,4.6
30/08/2006,3.2
31/08/2006,0.0
01/09/2006,0.0
02/09/2006,0.0
03/09/2006,0.0
04/09/2006,0.0
05/09/2006,0.0
06/09/2006,0.0
07/09/2006,0.0
08/09/2006,0.0
09/09/2006,0.0
10/09/2006,0.0
11/09/2006,0.0
12/09/2006,0.0
13/09/2006,0.0
14/09/2006,0.0
15/09/2006,32.2
16/09/2006,0.0
17/09/2006,15.8
18/09/2006,0.0
19/09/2006,0.0
20/09/2006,0.0
21/09/2006,0.0
22/09/2006,0.0
23/09/2006,0.0
24/09/2006,0.0
25/09/2006,0.6
26/09/2006,15.2
27/09/2006,0.4
28/09/2006,0.0
29/09/2006,0.0
30/09/2006,0.0
01/10/2006,0.0
02/10/2006,0.2
03/10/2006,0.0
04/10/2006,0.0
05/10/2006,3.6
06/10/2006,0.0
07/10/2006,0.0
08/10/2006,8.6
09/10/2006,0.0
10/10/2006,0.0
11/10/2006,0.0
12/10/2006,0.0
13/10/2006,0.0
14/10/2006,0.0
15/10/2006,0.0
16/10/2006,0.0
17/10/2006,0.0
18/10/2006,0.0
19/10/2006,0.0
20/10/2006,18.6
21/10/2006,7.2
22/10/2006,8.6
23/10/2006,0.6
24/10/2006,0.0
25/10/2006,0.0
26/10/2006,0.0
27/10/2006,0.0
28/10/2006,0.0
29/10/2006,0.0
30/10/2006,0.0
31/10/2006,0.0
01/11/2006,0.4
02/11/2006,0.0
03/11/2006,0.0
04/11/2006,0.0
05/11/2006,0.0
06/11/2006,0.0
07/11/2006,0.0
08/11/2006,0.0
09/11/2006,2.4
10/11/2006,0.0
11/11/2006,0.0
12/11/2006,2.4
13/11/2006,0.0
14/11/2006,0.0
15/11/2006,0.6
16/11/2006,1.6
17/11/2006,3.0
18/11/2006,12.6
19/11/2006,13.6
20/11/2006,115.0
21/11/2006,0.2
22/11/2006,24.2
23/11/2006,0.0
24/11/2006,1.4
25/11/2006,0.8
26/11/2006,0.0
27/11/2006,0.0
28/11/2006,0.0
29/11/2006,0.0
30/11/2006,0.0
01/12/2006,0.0
02/12/2006,0.0
03/12/2006,3.6
04/12/2006,41.6
05/12/2006,10.6
06/12/2006,10.4
07/12/2006,31.0
08/12/2006,1.8
09/12/2006,48.2
10/12/2006,11.0
11/12/2006,0.0
12/12/2006,0.0
13/12/2006,0.0
14/12/2006,0.0
15/12/2006,0.0
16/12/2006,0.0
17/12/2006,1.2
18/12/2006,0.8
19/12/2006,0.0
20/12/2006,0.0
21/12/2006,0.0
22/12/2006,0.0
23/12/2006,0.0
24/12/2006,0.0
25/12/2006,0.0
26/12/2006,0.0
27/12/2006,0.0
28/12/2006,0.0
29/12/2006,0.0
30/12/2006,0.0
31/12/2006,19.6
01/01/2007,10.6
02/01/2007,39.4
03/01/2007,0.0
04/01/2007,0.0
05/01/2007,2.2
06/01/2007,0.0
07/01/2007,0.2
08/01/2007,14.6
09/01/2007,5.6
10/01/2007,0.0
11/01/2007,0.2
12/01/2007,0.0
13/01/2007,0.0
14/01/2007,0.0
15/01/2007,0.0
16/01/2007,0.0
17/01/2007,6.0
18/01/2007,6.0
19/01/2007,8.2
20/01/2007,0.2
21/01/2007,0.6
22/01/2007,0.0
23/01/2007,5.0
24/01/2007,36.0
25/01/2007,31.2
26/01/2007,2.6
27/01/2007,0.4
28/01/2007,0.2
29/01/2007,0.0
30/01/2007,0.0
31/01/2007,0.0
01/02/2007,0.0
02/02/2007,0.0
03/02/2007,0.0
04/02/2007,0.0
05/02/2007,0.0
06/02/2007,5.4
07/02/2007,40.6
08/02/2007,25.2
09/02/2007,10.4
10/02/2007,0.2
11/02/2007,0.0
12/02/2007,5.2
13/02/2007,32.8
14/02/2007,0.0
15/02/2007,6.4
16/02/2007,0.2
17/02/2007,0.0
18/02/2007,0.0
19/02/2007,0.0
20/02/2007,0.0
21/02/2007,0.0
22/02/2007,0.4
23/02/2007,0.2
24/02/2007,0.0
25/02/2007,12.4
26/02/2007,35.6
27/02/2007,0.0
28/02/2007,0.0
01/03/2007,1.8
02/03/2007,1.0
03/03/2007,0.6
04/03/2007,0.0
05/03/2007,0.0
06/03/2007,0.0
07/03/2007,8.2
08/03/2007,7.2
09/03/2007,0.0
10/03/2007,0.0
11/03/2007,0.0
12/03/2007,0.0
13/03/2007,0.0
14/03/2007,0.0
15/03/2007,0.0
16/03/2007,0.0
17/03/2007,0.0
18/03/2007,0.0
19/03/2007,11.4
20/03/2007,29.6
21/03/2007,0.0
22/03/2007,0.0
23/03/2007,0.0
24/03/2007,0.0
25/03/2007,0.0
26/03/2007,3.2
27/03/2007,3.4
28/03/2007,0.0
29/03/2007,0.0
30/03/2007,16.4
31/03/2007,4.0
01/04/2007,4.2
02/04/2007,0.0
03/04/2007,0.0
04/04/2007,0.6
05/04/2007,0.2
06/04/2007,0.0
07/04/2007,0.0
08/04/2007,0.0
09/04/2007,0.0
10/04/2007,0.0
11/04/2007,0.0
12/04/2007,0.0
13/04/2007,0.0
14/04/2007,0.0
15/04/2007,0.0
16/04/2007,0.0
17/04/2007,0.0
18/04/2007,0.0
19/04/2007,0.0
20/04/2007,0.0
21/04/2007,0.0
22/04/2007,0.0
23/04/2007,0.0
24/04/2007,0.0
25/04/2007,0.0
26/04/2007,0.2
27/04/2007,0.0
28/04/2007,2.6
29/04/2007,0.0
30/04/2007,0.0
01/05/2007,11.6
02/05/2007,6.4
03/05/2007,3.6
04/05/2007,28.2
05/05/2007,18.0
06/05/2007,0.0
07/05/2007,6.2
08/05/2007,0.0
09/05/2007,0.0
10/05/2007,0.0
11/05/2007,0.0
12/05/2007,0.0
13/05/2007,0.0
14/05/2007,0.0
15/05/2007,0.0
16/05/2007,0.2
17/05/2007,0.0
18/05/2007,0.0
19/05/2007,0.0
20/05/2007,0.0
21/05/2007,0.0
22/05/2007,0.0
23/05/2007,0.0
24/05/2007,1.2
25/05/2007,0.0
26/05/2007,0.0
27/05/2007,0.2
28/05/2007,4.8
29/05/2007,34.6
30/05/2007,0.0
31/05/2007,0.0
01/06/2007,0.0
02/06/2007,4.8
03/06/2007,9.8
04/06/2007,0.0
05/06/2007,0.0
06/06/2007,0.0
07/06/2007,3.0
08/06/2007,4.0
09/06/2007,0.0
10/06/2007,0.0
11/06/2007,0.0
12/06/2007,0.0
13/06/2007,0.0
14/06/2007,0.0
15/06/2007,0.0
16/06/2007,0.0
17/06/2007,0.0
18/06/2007,0.0
19/06/2007,0.0
20/06/2007,0.0
21/06/2007,0.0
22/06/2007,0.0
23/06/2007,0.0
24/06/2007,0.0
25/06/2007,0.0
26/06/2007,0.0
27/06/2007,0.0
28/06/2007,0.0
29/06/2007,0.0
30/06/2007,0.0
01/07/2007,0.0
02/07/2007,0.0
03/07/2007,0.0
04/07/2007,5.2
05/07/2007,0.0
06/07/2007,0.0
07/07/2007,0.0
08/07/2007,0.0
09/07/2007,0.0
10/07/2007,0.0
11/07/2007,0.0
12/07/2007,0.0
13/07/2007,0.0
14/07/2007,0.0
15/07/2007,0.0
16/07/2007,0.0
17/07/2007,0.0
18/07/2007,0.0
19/07/2007,0.0
20/07/2007,0.0
21/07/2007,0.0
22/07/2007,0.0
23/07/2007,0.0
24/07/2007,0.6
25/07/2007,0.0
26/07/2007,0.0
27/07/2007,0.0
28/07/2007,0.0
29/07/2007,0.0
30/07/2007,0.0
31/07/2007,0.0
01/08/2007,0.0
02/08/2007,0.0
03/08/2007,0.0
04/08/2007,3.6
05/08/2007,0.0
06/08/2007,0.0
07/08/2007,0.0
08/08/2007,0.0
09/08/2007,6.2
10/08/2007,0.0
11/08/2007,4.6
12/08/2007,0.0
13/08/2007,10.6
14/08/2007,1.2
15/08/2007,0.0
16/08/2007,0.0
17/08/2007,0.0
18/08/2007,0.0
19/08/2007,0.0
20/08/2007,7.8
21/08/2007,9.2
22/08/2007,5.6
23/08/2007,0.2
24/08/2007,8.6
25/08/2007,0.0
26/08/2007,0.0
27/08/2007,0.0
28/08/2007,0.0
29/08/2007,0.0
30/08/2007,0.0
31/08/2007,0.0
01/09/2007,0.0
02/09/2007,0.0
03/09/2007,0.0
04/09/2007,21.6
05/09/2007,1.0
06/09/2007,0.0
07/09/2007,0.0
08/09/2007,0.0
09/09/2007,0.0
10/09/2007,0.0
11/09/2007,0.0
12/09/2007,0.0
13/09/2007,0.0
14/09/2007,0.0
15/09/2007,0.0
16/09/2007,0.0
17/09/2007,20.2
18/09/2007,0.2
19/09/2007,0.0
20/09/2007,0.0
21/09/2007,0.0
22/09/2007,0.0
23/09/2007,0.0
24/09/2007,0.0
25/09/2007,0.0
26/09/2007,0.0
27/09/2007,14.8
28/09/2007,40.2
29/09/2007,9.8
30/09/2007,0.0
01/10/2007,0.0
02/10/2007,0.0
03/10/2007,0.0
04/10/2007,0.0
05/10/2007,0.0
06/10/2007,0.0
07/10/2007,0.8
08/10/2007,0.0
09/10/2007,0.0
10/10/2007,0.0
11/10/2007,0.0
12/10/2007,0.0
13/10/2007,0.0
14/10/2007,0.0
15/10/2007,0.0
16/10/2007,0.0
17/10/2007,0.0
18/10/2007,0.0
19/10/2007,0.0
20/10/2007,0.0
21/10/2007,0.0
22/10/2007,0.0
23/10/2007,0.0
24/10/2007,0.8
25/10/2007,15.6
26/10/2007,17.2
27/10/2007,19.0
28/10/2007,0.0
29/10/2007,0.0
30/10/2007,12.2
31/10/2007,9.8
01/11/2007,0.0
02/11/2007,0.0
03/11/2007,0.0
04/11/2007,0.0
05/11/2007,0.0
06/11/2007,0.0
07/11/2007,0.0
08/11/2007,0.0
09/11/2007,3.4
10/11/2007,2.0
11/11/2007,0.0
12/11/2007,0.4
13/11/2007,0.0
14/11/2007,5.4
15/11/2007,1.4
16/11/2007,0.0
17/11/2007,0.0
18/11/2007,0.0
19/11/2007,0.0
20/11/2007,0.0
21/11/2007,0.0
22/11/2007,0.4
23/11/2007,8.8
24/11/2007,17.6
25/11/2007,23.2
26/11/2007,0.2
27/11/2007,0.0
28/11/2007,0.0
29/11/2007,0.0
30/11/2007,0.0
01/12/2007,0.0
02/12/2007,7.6
03/12/2007,11.8
04/12/2007,15.8
05/12/2007,0.0
06/12/2007,0.0
07/12/2007,0.0
08/12/2007,13.4
09/12/2007,2.0
10/12/2007,29.2
11/12/2007,0.0
12/12/2007,0.0
13/12/2007,0.0
14/12/2007,0.0
15/12/2007,0.0
16/12/2007,0.0
17/12/2007,0.0
18/12/2007,0.0
19/12/2007,0.0
20/12/2007,0.0
21/12/2007,0.0
22/12/2007,0.0
23/12/2007,16.2
24/12/2007,6.2
25/12/2007,0.0
26/12/2007,0.0
27/12/2007,0.0
28/12/2007,0.0
29/12/2007,0.0
30/12/2007,0.0
31/12/2007,9.0
01/01/2008,0.0
02/01/2008,0.0
03/01/2008,0.0
04/01/2008,12.2
05/01/2008,8.6
06/01/2008,28.6
07/01/2008,8.4
08/01/2008,2.4
09/01/2008,0.2
10/01/2008,0.4
11/01/2008,1.8
12/01/2008,15.4
13/01/2008,13.8
14/01/2008,0.2
15/01/2008,7.8
16/01/2008,23.6
17/01/2008,57.8
18/01/2008,0.0
19/01/2008,0.0
20/01/2008,0.0
21/01/2008,0.0
22/01/2008,3.0
23/01/2008,0.4
24/01/2008,0.0
25/01/2008,0.0
26/01/2008,0.0
27/01/2008,0.0
28/01/2008,0.0
29/01/2008,0.0
30/01/2008,0.0
31/01/2008,4.4
01/02/2008,1.0
02/02/2008,5.6
03/02/2008,10.4
04/02/2008,15.0
05/02/2008,5.2
06/02/2008,0.0
07/02/2008,0.0
08/02/2008,0.0
09/02/2008,0.0
10/02/2008,0.0
11/02/2008,0.0
12/02/2008,0.0
13/02/2008,0.0
14/02/2008,0.0
15/02/2008,0.0
16/02/2008,0.0
17/02/2008,0.0
18/02/2008,0.0
19/02/2008,0.0
20/02/2008,0.0
21/02/2008,0.0
22/02/2008,0.0
23/02/2008,0.0
24/02/2008,0.0
25/02/2008,0.0
26/02/2008,0.0
27/02/2008,17.4
28/02/2008,4.2
29/02/2008,0.0
01/03/2008,3.8
02/03/2008,0.2
03/03/2008,0.0
04/03/2008,0.2
05/03/2008,7.8
06/03/2008,0.0
07/03/2008,15.2
08/03/2008,10.0
09/03/2008,0.2
10/03/2008,8.8
11/03/2008,37.6
12/03/2008,0.2
13/03/2008,0.0
14/03/2008,0.0
15/03/2008,0.0
16/03/2008,0.2
17/03/2008,0.8
18/03/2008,11.8
19/03/2008,8.2
20/03/2008,6.4
21/03/2008,0.0
22/03/2008,59.8
23/03/2008,7.6
24/03/2008,25.2
25/03/2008,6.0
26/03/2008,0.2
27/03/2008,0.2
28/03/2008,5.6
29/03/2008,0.0
30/03/2008,0.0
31/03/2008,0.0
01/04/2008,0.0
02/04/2008,0.0
03/04/2008,0.0
04/04/2008,0.8
05/04/2008,0.0
06/04/2008,0.0
07/04/2008,0.4
08/04/2008,0.0
09/04/2008,1.2
10/04/2008,13.6
11/04/2008,5.6
12/04/2008,11.0
13/04/2008,3.4
14/04/2008,2.6
15/04/2008,7.6
16/04/2008,3.8
17/04/2008,0.0
18/04/2008,29.8
19/04/2008,13.4
20/04/2008,0.0
21/04/2008,9.2
22/04/2008,19.4
23/04/2008,4.2
24/04/2008,0.0
25/04/2008,0.0
26/04/2008,0.0
27/04/2008,0.0
28/04/2008,0.0
29/04/2008,5.0
30/04/2008,0.6
01/05/2008,0.0
02/05/2008,0.0
03/05/2008,0.0
04/05/2008,0.0
05/05/2008,0.0
06/05/2008,1.2
07/05/2008,0.0
08/05/2008,0.0
09/05/2008,0.0
10/05/2008,0.0
11/05/2008,0.0
12/05/2008,0.0
13/05/2008,0.2
14/05/2008,0.0
15/05/2008,4.4
16/05/2008,0.0
17/05/2008,4.6
18/05/2008,20.4
19/05/2008,3.0
20/05/2008,20.8
21/05/2008,4.0
22/05/2008,12.4
23/05/2008,3.2
24/05/2008,0.0
25/05/2008,0.6
26/05/2008,0.2
27/05/2008,0.0
28/05/2008,0.0
29/05/2008,2.0
30/05/2008,13.6
31/05/2008,8.2
01/06/2008,0.0
02/06/2008,0.0
03/06/2008,2.0
04/06/2008,0.0
05/06/2008,20.4
06/06/2008,2.8
07/06/2008,0.0
08/06/2008,2.2
09/06/2008,1.2
10/06/2008,6.6
11/06/2008,0.0
12/06/2008,0.0
13/06/2008,5.6
14/06/2008,17.4
15/06/2008,1.8
16/06/2008,1.4
17/06/2008,1.4
18/06/2008,8.4
19/06/2008,0.0
20/06/2008,0.0
21/06/2008,0.0
22/06/2008,0.0
23/06/2008,0.0
24/06/2008,0.0
25/06/2008,0.0
26/06/2008,0.0
27/06/2008,0.0
28/06/2008,0.0
29/06/2008,0.0
30/06/2008,0.0
01/07/2008,0.0
02/07/2008,0.0
03/07/2008,0.0
04/07/2008,0.0
05/07/2008,0.0
06/07/2008,0.0
07/07/2008,0.0
08/07/2008,0.0
09/07/2008,0.0
10/07/2008,0.0
11/07/2008,0.0
12/07/2008,0.0
13/07/2008,0.0
14/07/2008,0.0
15/07/2008,0.4
16/07/2008,0.0
17/07/2008,0.0
18/07/2008,0.0
19/07/2008,0.0
20/07/2008,0.0
21/07/2008,6.8
22/07/2008,0.2
23/07/2008,0.0
24/07/2008,0.0
25/07/2008,0.0
26/07/2008,0.0
27/07/2008,0.0
28/07/2008,0.2
29/07/2008,0.6
30/07/2008,0.0
31/07/2008,0.0
01/08/2008,0.8
02/08/2008,0.0
03/08/2008,0.0
04/08/2008,0.0
05/08/2008,0.0
06/08/2008,0.0
07/08/2008,0.0
08/08/2008,0.0
09/08/2008,0.0
10/08/2008,0.0
11/08/2008,0.0
12/08/2008,0.0
13/08/2008,0.0
14/08/2008,0.0
15/08/2008,1.2
16/08/2008,0.6
17/08/2008,0.0
18/08/2008,0.0
19/08/2008,0.0
20/08/2008,0.0
21/08/2008,0.0
22/08/2008,0.0
23/08/2008,0.4
24/08/2008,0.6
25/08/2008,0.0
26/08/2008,0.0
27/08/2008,0.0
28/08/2008,0.0
29/08/2008,0.0
30/08/2008,0.0
31/08/2008,0.0
01/09/2008,0.0
02/09/2008,0.0
03/09/2008,0.0
04/09/2008,0.0
05/09/2008,0.0
06/09/2008,0.0
07/09/2008,0.0
08/09/2008,0.0
09/09/2008,0.0
10/09/2008,0.0
11/09/2008,0.0
12/09/2008,0.0
13/09/2008,8.2
14/09/2008,23.0
15/09/2008,0.0
16/09/2008,10.8
17/09/2008,0.0
18/09/2008,0.0
19/09/2008,2.0
20/09/2008,9.8
21/09/2008,0.0
22/09/2008,0.4
23/09/2008,0.0
24/09/2008,0.0
25/09/2008,0.0
26/09/2008,0.0
27/09/2008,0.0
28/09/2008,0.0
29/09/2008,0.0
30/09/2008,0.0
01/10/2008,3.2
02/10/2008,0.0
03/10/2008,2.2
04/10/2008,0.6
05/10/2008,0.0
06/10/2008,0.0
07/10/2008,0.4
08/10/2008,3.6
09/10/2008,0.0
10/10/2008,0.0
11/10/2008,0.0
12/10/2008,0.0
13/10/2008,0.0
14/10/2008,0.0
15/10/2008,0.0
16/10/2008,0.8
17/10/2008,14.6
18/10/2008,1.0
19/10/2008,0.0
20/10/2008,0.0
21/10/2008,1.6
22/10/2008,1.6
23/10/2008,0.0
24/10/2008,0.0
25/10/2008,0.2
26/10/2008,0.0
27/10/2008,0.0
28/10/2008,20.8
29/10/2008,48.8
30/10/2008,54.4
31/10/2008,39.8
01/11/2008,33.6
02/11/2008,0.0
03/11/2008,3.6
04/11/2008,14.4
05/11/2008,20.2
06/11/2008,0.6
07/11/2008,0.4
08/11/2008,0.0
09/11/2008,0.0
10/11/2008,0.0
11/11/2008,0.4
12/11/2008,19.0
13/11/2008,62.4
14/11/2008,2.8
15/11/2008,0.2
16/11/2008,0.0
17/11/2008,0.0
18/11/2008,0.0
19/11/2008,0.0
20/11/2008,0.0
21/11/2008,0.6
22/11/2008,2.0
23/11/2008,0.0
24/11/2008,33.0
25/11/2008,8.0
26/11/2008,0.0
27/11/2008,0.0
28/11/2008,43.0
29/11/2008,33.0
30/11/2008,46.4
01/12/2008,43.4
02/12/2008,7.6
03/12/2008,0.0
04/12/2008,0.0
05/12/2008,0.0
06/12/2008,0.0
07/12/2008,0.0
08/12/2008,0.0
09/12/2008,0.0
10/12/2008,0.0
11/12/2008,0.0
12/12/2008,0.0
13/12/2008,0.0
14/12/2008,0.0
15/12/2008,0.0
16/12/2008,0.0
17/12/2008,0.0
18/12/2008,0.0
19/12/2008,0.0
20/12/2008,0.0
21/12/2008,0.0
22/12/2008,0.0
23/12/2008,0.0
24/12/2008,0.0
25/12/2008,0.0
26/12/2008,0.0
27/12/2008,0.0
28/12/2008,0.0
29/12/2008,0.0
30/12/2008,0.0
31/12/2008,0.0
01/01/2009,
02/01/2009,
03/01/2009,
04/01/2009,
05/01/2009,
06/01/2009,
07/01/2009,
08/01/2009,
09/01/2009,
10/01/2009,
11/01/2009,
12/01/2009,
13/01/2009,
14/01/2009,
15/01/2009,
16/01/2009,
17/01/2009,
18/01/2009,
19/01/2009,
20/01/2009,
21/01/2009,
22/01/2009,
23/01/2009,
24/01/2009,
25/01/2009,
26/01/2009,
27/01/2009,
28/01/2009,
29/01/2009,
30/01/2009,
31/01/2009,
01/02/2009,
02/02/2009,
03/02/2009,
04/02/2009,
05/02/2009,
06/02/2009,
07/02/2009,
08/02/2009,
09/02/2009,
10/02/2009,
11/02/2009,
12/02/2009,
13/02/2009,
14/02/2009,
15/02/2009,
16/02/2009,
17/02/2009,
18/02/2009,
19/02/2009,
20/02/2009,
21/02/2009,
22/02/2009,
23/02/2009,
24/02/2009,
25/02/2009,
26/02/2009,
27/02/2009,
28/02/2009,
01/03/2009,
02/03/2009,
03/03/2009,
04/03/2009,
05/03/2009,
06/03/2009,
07/03/2009,
08/03/2009,
09/03/2009,
10/03/2009,
11/03/2009,
12/03/2009,
13/03/2009,
14/03/2009,
15/03/2009,
16/03/2009,
17/03/2009,
18/03/2009,
19/03/2009,
20/03/2009,
21/03/2009,
22/03/2009,
23/03/2009,
24/03/2009,
25/03/2009,
26/03/2009,
27/03/2009,
28/03/2009,
29/03/2009,
30/03/2009,
31/03/2009,
01/04/2009,
02/04/2009,
03/04/2009,
04/04/2009,
05/04/2009,
06/04/2009,
07/04/2009,
08/04/2009,
09/04/2009,
10/04/2009,
11/04/2009,
12/04/2009,
13/04/2009,
14/04/2009,
15/04/2009,
16/04/2009,
17/04/2009,
18/04/2009,
19/04/2009,
20/04/2009,
21/04/2009,
22/04/2009,
23/04/2009,
24/04/2009,
25/04/2009,
26/04/2009,
27/04/2009,
28/04/2009,
29/04/2009,
30/04/2009,
01/05/2009,
02/05/2009,
03/05/2009,
04/05/2009,
05/05/2009,
06/05/2009,
07/05/2009,
08/05/2009,
09/05/2009,
10/05/2009,
11/05/2009,
12/05/2009,
13/05/2009,
14/05/2009,
15/05/2009,
16/05/2009,
17/05/2009,
18/05/2009,
19/05/2009,
20/05/2009,
21/05/2009,
22/05/2009,
23/05/2009,
24/05/2009,
25/05/2009,
26/05/2009,
27/05/2009,
28/05/2009,
29/05/2009,
30/05/2009,
31/05/2009,
01/06/2009,
02/06/2009,
03/06/2009,
04/06/2009,
05/06/2009,
06/06/2009,
07/06/2009,
08/06/2009,
09/06/2009,
10/06/2009,
11/06/2009,
12/06/2009,
13/06/2009,
14/06/2009,
15/06/2009,
16/06/2009,
17/06/2009,
18/06/2009,
19/06/2009,
20/06/2009,
21/06/2009,
22/06/2009,
23/06/2009,
24/06/2009,
25/06/2009,
26/06/2009,
27/06/2009,
28/06/2009,
29/06/2009,
30/06/2009,
01/07/2009,
02/07/2009,
03/07/2009,
04/07/2009,
05/07/2009,
06/07/2009,
07/07/2009,
08/07/2009,
09/07/2009,
10/07/2009,
11/07/2009,
12/07/2009,
13/07/2009,
14/07/2009,
15/07/2009,
16/07/2009,
17/07/2009,
18/07/2009,
19/07/2009,
20/07/2009,
21/07/2009,
22/07/2009,
23/07/2009,
24/07/2009,
25/07/2009,
26/07/2009,
27/07/2009,
28/07/2009,
29/07/2009,
30/07/2009,
31/07/2009,
01/08/2009,
02/08/2009,
03/08/2009,
04/08/2009,
05/08/2009,
06/08/2009,
07/08/2009,
08/08/2009,
09/08/2009,
10/08/2009,
11/08/2009,
12/08/2009,
13/08/2009,
14/08/2009,
15/08/2009,
16/08/2009,
17/08/2009,
18/08/2009,
19/08/2009,
20/08/2009,
21/08/2009,
22/08/2009,
23/08/2009,
24/08/2009,
25/08/2009,
26/08/2009,
27/08/2009,
28/08/2009,
